date,debits,credits,category,item,type,source,account
2025-11-18,3.37,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-19,77.69,0.0,Shopping,AMAZON MKTPL*B01387061 AMZN.COM/BILLWA3J1ZJ39WOFH,expense,discover,Discover Card
2025-11-19,14.33,0.0,Dining,PEET'S #04904 CHICAGO ILAPPLE PAY ENDING IN 279401999R,expense,discover,Discover Card
2025-11-19,5.0,0.0,Transit,VENTRA MOBILE 877-669-8368 ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-19,6.54,0.0,Gas,BP#16361905616 FUEL INC CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-20,13.99,0.0,Subscriptions,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 2794MVS285JWVQA0,expense,discover,Discover Card
2025-11-20,11.84,0.0,Shopping,AMAZON MKTPL*B034F3HL2 AMZN.COM/BILLWA3ISPG04VMFA,expense,discover,Discover Card
2025-11-20,9.91,0.0,Shopping,AMAZON MKTPL*B049N6110 AMZN.COM/BILLWA1S8R2MPQXJA,expense,discover,Discover Card
2025-11-20,10.26,0.0,Dining,DD/BR #339728 Q35 312-765-9952 ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-20,33.05,0.0,Entertainment,MICROSOFT XBOX GAME PA REDMOND WAITEM TRANSFERRED FROM PREV ACCOUNT,expense,discover,Discover Card
2025-11-21,5.58,0.0,Gas,7-ELEVEN 33582 CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-21,17.82,0.0,Groceries,BURNHAM GROCERS & LIQUOR CHICAGO IL,expense,discover,Discover Card
2025-11-21,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-22,5.58,0.0,Gas,7-ELEVEN 33582 CHICAGO IL,expense,discover,Discover Card
2025-11-22,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-22,5.16,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-23,19.83,0.0,Shopping,AMAZON MKTPL*B23J73CJ2 AMZN.COM/BILLWA4Q8WDHB8LF2,expense,discover,Discover Card
2025-11-23,10.31,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-11-23,32.35,0.0,Dining,TST* NYC BAGEL DELI - NO CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-23,17.3,0.0,Transit,UBER *TRIP 866-576-1039 CAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-24,8.65,0.0,Gas,BP#16361905616 FUEL INC CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-24,3.37,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-24,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-24,15.14,0.0,Transit,UBER *TRIP 866-576-1039 CAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-27,2.19,0.0,Subscriptions,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 2794MVS27YXBQQA0,expense,discover,Discover Card
2025-11-28,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-28,5.68,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-29,1.5,0.0,Gas,BP#16361905616 FUEL INC CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-29,16.26,0.0,Transit,UBER *TRIP 866-576-1039 CAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-12-01,3.5,0.0,Gas,BP#16361905616 FUEL INC CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-12-02,14.45,0.0,Shopping,AMAZON MKTPL*BB4LF4I91 AMZN.COM/BILLWA5TMTCH05HRC,expense,discover,Discover Card
2025-12-02,1.67,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-12-02,3.37,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-12-03,1.0,0.0,Shopping,SEARCHPUBLIC*RECORDS 800-8058707 CA,expense,discover,Discover Card
2025-12-04,1.95,0.0,Shopping,COURTRECORDS.US 18339632494 MA,expense,discover,Discover Card
2025-12-04,1.75,0.0,Vending & Snacks,CTLP*MARK VEND COMPANY NORTHBROOK ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-12-04,3.25,0.0,Vending & Snacks,CTLP*MARK VEND COMPANY NORTHBROOK ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-12-04,9.46,0.0,Dining,SQ *SWEET BEAN CHICAGO IL0001152921516353752180,expense,discover,Discover Card
2025-12-04,5.03,0.0,Dining,STARBUCKS STORE 00282 CHICAGO ILAPPLE PAY ENDING IN 2794E687D9C62DD9720281,expense,discover,Discover Card
2025-12-04,45.74,0.0,Groceries,TARGET 00018895091 CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-12-04,19.1,0.0,Dining,WINGSTOP 537 CHICAGO IL,expense,discover,Discover Card
2025-12-05,3.25,0.0,Vending & Snacks,CTLP*MARK VEND COMPANY NORTHBROOK ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-12-05,3.24,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-12-05,6.72,0.0,Transit,UBER *TRIP 866-576-1039 CAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-12-06,3.37,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-12-06,6.72,0.0,Transit,UBER *TRIP 866-576-1039 CAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-12-07,6.7,0.0,Gas,BP#16361905616 FUEL INC CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-12-08,0.0,499.44,Card Payment,INTERNET PAYMENT - THANK YOU,transfer,discover,Discover Card
2025-12-08,2.41,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-12-08,2.41,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-12-09,1.67,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-12-09,2.41,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-12-09,32.93,0.0,Transit,UBER *TRIP 866-576-1039 CAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-12-10,12.65,0.0,Gas,BP#16361905616 FUEL INC CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-12-10,2.41,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-12-11,19.95,0.0,Shopping,COURTRECORDS.US 18339632494 MA,expense,discover,Discover Card
2025-12-11,39.98,0.0,Shopping,SEARCHPUBLIC*RECORDS 800-8058707 CA,expense,discover,Discover Card
2025-12-11,11.07,0.0,Transit,UBER *TRIP 866-576-1039 CAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-12-17,0.0,1.0,Card Payment,SEARCHPUBLIC*RECORDS 800-8058707 CASECURITY DISPUTE ADJUSTMENT,transfer,discover,Discover Card
2025-12-17,0.0,1.95,Card Payment,COURTRECORDS.US 18339632494 MASECURITY DISPUTE ADJUSTMENT,transfer,discover,Discover Card
2025-12-17,0.0,19.95,Card Payment,COURTRECORDS.US 18339632494 MASECURITY DISPUTE ADJUSTMENT,transfer,discover,Discover Card
2025-12-17,0.0,39.98,Card Payment,SEARCHPUBLIC*RECORDS 800-8058707 CASECURITY DISPUTE ADJUSTMENT,transfer,discover,Discover Card
